,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_date,wait_min,cleanliness,safety,satisfaction
691,1547,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,240,Clean,Somewhat safe,Somewhat satsified
692,750,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,235,Somewhat clean,Somewhat safe,Somewhat satsified
693,2285,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,225,Somewhat clean,Somewhat safe,Neutral
694,3214,Tuesday,UNITED,SANTA BARBARA,West US,Small,Gates 70-90,2018-12-31,75,Somewhat clean,Somewhat safe,Neutral
695,2172,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,153,Clean,Somewhat safe,Somewhat satsified
696,576,Thursday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,112,Somewhat clean,Somewhat safe,Very satisfied
697,404,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,85,Clean,Somewhat safe,Somewhat satsified
698,2254,Wednesday,UNITED,LOS ANGELES,West US,    Hub,Gates 60-69,2018-12-31,185,Clean,Very safe,Very satisfied
699,682,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,125,Somewhat clean,Somewhat safe,Neutral
700,2028,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,95,Somewhat clean,Somewhat safe,Very satisfied
701,854,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,109,Somewhat clean,Very safe,Very satisfied
702,1675,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,85,Somewhat clean,Very safe,Somewhat satsified
703,1604,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,320,Somewhat clean,Somewhat safe,Somewhat satsified
704,534,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,225,Clean,Very safe,Somewhat satsified
705,2829,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93,Somewhat clean,Very safe,Somewhat satsified
706,1822,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,215,Clean,Very safe,Somewhat satsified
707,1948,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115,Somewhat clean,Neutral,Neutral
708,2950,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,115,Average,Somewhat safe,Neutral
709,2508,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,100,Somewhat clean,Very safe,Somewhat satsified
710,292,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,190,Average,Neutral,Somewhat satsified
711,876,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,265,Clean,Somewhat safe,Very satisfied
712,2120,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,79,Somewhat clean,Somewhat safe,Somewhat satsified
713,2764,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,150,Somewhat clean,Somewhat safe,Somewhat satsified
714,787,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,850,Somewhat clean,Very safe,Neutral
715,2883,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180,Somewhat clean,Very safe,Somewhat satsified
716,421,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105,Somewhat clean,Very safe,Very satisfied
717,2683,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,210,Somewhat clean,Very safe,Somewhat satsified
718,2805,Tuesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,360,Somewhat clean,Somewhat safe,Very satisfied
719,2554,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,93,Clean,Somewhat safe,Very satisfied
720,472,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,91,Somewhat clean,Very safe,Somewhat satsified
721,2535,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,160,Somewhat clean,Somewhat safe,Somewhat satsified
722,613,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,140,Average,Neutral,Somewhat satsified
723,2694,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150,Clean,Somewhat safe,Very satisfied
724,808,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,120,Clean,Very safe,Very satisfied
725,574,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75,Clean,Very safe,Very satisfied
726,2984,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,225,Clean,Very safe,Somewhat satsified
727,425,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,177,Somewhat clean,Somewhat safe,Somewhat satsified
728,3160,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,20,Clean,Very safe,Neutral
729,2514,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,84,Somewhat clean,Very safe,Neutral
730,802,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,430,Somewhat clean,Very safe,Somewhat satsified
731,695,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185,Clean,Very safe,Somewhat satsified
732,841,Sunday,ALASKA,SEATTLE,West US,    Hub,Gates 50-59,2018-12-31,95,Average,Neutral,Neutral
733,2346,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,255,Somewhat clean,Somewhat safe,Very satisfied
734,1667,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195,Clean,Very safe,Somewhat satsified
735,552,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,125,Clean,Very safe,Very satisfied
736,2877,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,90,Somewhat clean,Somewhat safe,Somewhat satsified
737,1276,Thursday,CHINA SOUTHERN,WUHAN,Asia,Medium     ,Gates 1-12,2018-12-31,225,Somewhat dirty,Somewhat safe,Somewhat satsified
738,556,Thursday,ALASKA,SEATTLE,West US,    Hub,Gates 50-59,2018-12-31,90,Somewhat clean,Neutral,Somewhat satsified
739,2184,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,195,Clean,Somewhat safe,Somewhat satsified
740,2991,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,122,Clean,Very safe,Very satisfied
741,501,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,160,Somewhat clean,Somewhat safe,Somewhat satsified
742,3206,Tuesday,UNITED,EUGENE,West US,    Small,Gates 70-90,2018-12-31,150,Clean,Very safe,Very satisfied
743,2586,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90,Somewhat clean,Very safe,Somewhat satsified
744,1988,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,2018-12-31,205,Somewhat clean,Very safe,Somewhat satsified
745,834,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,95,Clean,Very safe,Somewhat satsified
746,1921,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180,Clean,Very safe,Somewhat satsified
747,870,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,115,Somewhat clean,Somewhat safe,Somewhat satsified
748,1931,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,135,Somewhat clean,Very safe,Somewhat satsified
749,3238,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,190,Clean,Very safe,Very satisfied
750,1862,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,75,Somewhat clean,Very safe,Somewhat satsified
751,1601,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,210,Somewhat clean,Very safe,Neutral
752,521,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,165,Somewhat clean,Very safe,Somewhat satsified
753,2542,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,104,Average,Very safe,Neutral
754,2294,Tuesday,UNITED,SAN ANTONIO,Midwest US,    Medium,Gates 70-90,2018-12-31,60,Clean,Very safe,Somewhat satsified
755,818,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155,Clean,Very safe,Very satisfied
756,2393,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,335,Clean,Somewhat safe,Somewhat satsified
757,1573,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,125,Somewhat clean,Somewhat safe,Somewhat satsified
758,2633,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150,Somewhat clean,Somewhat safe,Somewhat satsified
759,496,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,148,Clean,Very safe,Very satisfied
760,2043,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,90,Clean,Neutral,Somewhat satsified
761,1687,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155,Clean,Very safe,Very satisfied
762,2528,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,95,Somewhat clean,Very safe,Very satisfied
763,1879,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,95,Somewhat clean,Very safe,Very satisfied
764,2418,Tuesday,UNITED,HONOLULU,West US,Medium     ,Gates 70-90,2018-12-31,135,Somewhat clean,Somewhat safe,Somewhat satsified
765,10,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,155,Average,Somewhat safe,Very satisfied
766,371,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,180,Somewhat clean,Somewhat safe,Somewhat satsified
767,688,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155,Somewhat clean,Neutral,Somewhat satsified
768,1930,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,200,Somewhat clean,Somewhat safe,Somewhat satsified
769,1010,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,185,Somewhat clean,Somewhat safe,Somewhat satsified
770,3221,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,75,Clean,Very safe,Somewhat satsified
771,2590,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,135,Clean,Very safe,Very satisfied
772,1690,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,695,Clean,Very safe,Neutral
773,519,Thursday,EMIRATES,DUBAI,middle east,Hub     ,Gates 1-12,2018-12-31,285,Somewhat clean,Very safe,Somewhat satsified
774,3001,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,268,Clean,Very safe,Very satisfied
775,1581,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,115,Somewhat clean,Somewhat safe,Neutral
776,1465,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,299,Clean,Neutral,Very satisfied
777,759,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,1210,Clean,Very safe,Very satisfied
778,1994,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,215,Somewhat clean,Very safe,Somewhat satsified
779,3172,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,105,Average,Somewhat safe,Neutral
780,2767,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,165,Somewhat clean,Very safe,Somewhat satsified
781,592,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117,Somewhat clean,Very safe,Somewhat satsified
782,2298,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,165,Somewhat clean,Neutral,Neutral
783,1933,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,245,Clean,Very safe,Somewhat satsified
784,1929,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,185,Average,Somewhat safe,Neutral
785,1794,Sunday,ALASKA,RALEIGH-DURHAM,EAST US,Medium     ,Gates 50-59,2018-12-31,145,Somewhat clean,Very safe,Somewhat satsified
786,3256,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,150,Somewhat clean,Somewhat safe,Somewhat satsified
787,2611,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,120,Somewhat clean,Somewhat safe,Somewhat satsified
788,2416,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,190,Somewhat clean,Neutral,Somewhat satsified
789,3122,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,15,Clean,Somewhat safe,Very satisfied
790,2693,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,80,Average,Very safe,Somewhat satsified
791,2121,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100,Somewhat clean,Somewhat safe,Very satisfied
792,3086,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,128,Somewhat clean,Very safe,Somewhat satsified
793,1368,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,    Hub,Gates 91-102,2018-12-31,125,Clean,Neutral,Somewhat satsified
794,1838,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,195,Somewhat clean,Very safe,Somewhat satsified
795,2329,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120,Somewhat clean,Somewhat safe,Neutral
796,2605,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,130,Average,Somewhat safe,Somewhat satsified
797,1829,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205,Somewhat clean,Somewhat safe,Somewhat satsified
798,1138,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,160,Clean,Somewhat safe,Very satisfied
799,2987,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120,Somewhat clean,Somewhat safe,Neutral
800,2602,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,180,Average,Neutral,Somewhat unsatisfied
801,1784,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,160,Somewhat clean,Somewhat safe,Very satisfied
802,2103,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,124,Somewhat clean,Very safe,Very satisfied
803,2872,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,77,Somewhat clean,Very safe,Somewhat satsified
804,2013,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120,Somewhat clean,Very safe,Neutral
805,2841,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,150,Somewhat clean,Very safe,Somewhat satsified
806,1883,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115,Clean,Very safe,Somewhat satsified
807,1013,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,185,Somewhat clean,Somewhat safe,Somewhat satsified
808,500,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,118,Clean,Somewhat safe,Somewhat satsified
809,2790,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,205,Somewhat clean,Very safe,Neutral
810,2106,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,289,Somewhat clean,Very safe,Somewhat satsified
811,3275,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,85,Average,Neutral,Somewhat satsified
812,727,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215,Somewhat clean,Neutral,Somewhat satsified
813,3237,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,110,Somewhat clean,Neutral,Somewhat satsified
814,837,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,    Hub,Gates 50-59,2018-12-31,90,Clean,Very safe,Very satisfied
815,2756,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,180,Somewhat clean,Somewhat safe,Somewhat satsified
816,408,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,475,Clean,Very safe,Very satisfied
817,2060,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,177,Clean,Very safe,Somewhat satsified
818,413,Saturday,UNITED,PHOENIX,West US,    Hub,Gates 70-90,2018-12-31,115,Somewhat clean,Very unsafe,Very satisfied
819,1944,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,115,Somewhat clean,Somewhat safe,Somewhat satsified
820,2979,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,75,Somewhat clean,Very safe,Somewhat satsified
821,2539,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,75,Somewhat clean,Somewhat safe,Somewhat satsified
822,3011,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125,Somewhat clean,Very safe,Somewhat satsified
823,1738,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,220,Average,Neutral,Neutral
824,2726,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,270,Clean,Very safe,Somewhat satsified
825,1375,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,105,Clean,Very safe,Very satisfied
826,1610,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125,Clean,Very safe,Somewhat satsified
827,2955,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,95,Somewhat clean,Very safe,Somewhat satsified
828,1803,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,220,Somewhat clean,Somewhat safe,Somewhat satsified
829,1231,Thursday,ANA ALL NIPPON,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,200,Average,Somewhat safe,Somewhat satsified
830,2256,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,2018-12-31,193,Clean,Very safe,Somewhat satsified
831,2310,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,100,Clean,Somewhat safe,Very satisfied
832,2701,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150,Clean,Very safe,Very satisfied
833,429,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,160,Average,Somewhat safe,Neutral
834,734,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185,Somewhat clean,Very safe,Somewhat satsified
835,1173,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,125,Clean,Very safe,Very satisfied
836,324,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,60,Somewhat clean,Very safe,Neutral
837,2381,Wednesday,UNITED INTL,BEIJING,Asia,    Hub,Gates 91-102,2018-12-31,195,Clean,Very safe,Very satisfied
838,1527,Wednesday,ALASKA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,110,Average,Somewhat safe,Somewhat satsified
839,273,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,2018-12-31,130,Clean,Very safe,Somewhat satsified
840,1239,Thursday,UNITED INTL,TOKYO-NARITA,Asia,    Hub,Gates 91-102,2018-12-31,150,Somewhat clean,Very safe,Somewhat satsified
841,825,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,125,Somewhat clean,Somewhat safe,Somewhat satsified
842,807,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100,Somewhat clean,Somewhat safe,Somewhat satsified
843,1361,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,155,Somewhat clean,Somewhat safe,Somewhat satsified
844,2681,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,110,Somewhat clean,Somewhat safe,Somewhat satsified
845,1584,Wednesday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,125,Clean,Very safe,Somewhat satsified
846,712,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,165,Clean,Very safe,Very satisfied
847,234,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100,Somewhat clean,Very safe,Somewhat satsified
848,3150,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,90,Clean,Somewhat safe,Very satisfied
849,2777,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,110,Clean,Very safe,Very satisfied
850,2451,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,2018-12-31,600,Somewhat clean,Very safe,Somewhat satsified
851,1756,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175,Somewhat clean,Somewhat safe,Somewhat satsified
852,2150,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,183,Somewhat clean,Somewhat safe,Somewhat satsified
853,1197,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub     ,Gates 20-39,2018-12-31,105,Average,Very safe,Somewhat satsified
854,2347,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,125,Average,Very safe,Somewhat satsified
855,440,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,213,Somewhat clean,Very safe,Very satisfied
856,1439,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-01-01,419,Somewhat clean,Somewhat safe,Somewhat satsified
857,730,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,215,Clean,Neutral,Very satisfied
858,2747,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,150,Somewhat clean,Very safe,Neutral
859,1304,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,126,Somewhat clean,Very safe,Neutral
860,2249,Saturday,UNITED,BAKERSFIELD,West US,Small     ,Gates 70-90,2018-12-31,148,Clean,Somewhat safe,Somewhat satsified
861,700,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,215,Somewhat clean,Very safe,Neutral
862,2161,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153,Average,Somewhat safe,Neutral
863,3073,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,335,Somewhat clean,Neutral,Somewhat satsified
864,3224,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,130,Clean,Very safe,Very satisfied
865,2749,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180,Somewhat clean,Very safe,Neutral
866,2063,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,117,Somewhat clean,Somewhat safe,Somewhat satsified
867,2618,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90,Clean,Very safe,Very satisfied
868,1859,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,175,Clean,Very safe,Somewhat satsified
869,2465,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,101,Clean,Very safe,Somewhat satsified
870,3267,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,271,Clean,Neutral,Somewhat satsified
871,2972,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120,Somewhat clean,Neutral,Very satisfied
872,1899,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145,Somewhat clean,Somewhat safe,Somewhat satsified
873,2039,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,900,Average,Somewhat safe,Neutral
874,1153,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,80,Clean,Very safe,Somewhat satsified
875,1134,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,120,Somewhat clean,Very safe,Neutral
876,198,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100,Somewhat clean,Somewhat safe,Somewhat satsified
877,1296,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,170,Somewhat clean,Neutral,Somewhat satsified
878,2680,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,142,Somewhat clean,Somewhat safe,Somewhat satsified
879,2650,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,122,Somewhat clean,Very safe,Somewhat satsified
880,1534,Wednesday,ALASKA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,95,Average,Very safe,Somewhat satsified
881,1575,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,150,Clean,Somewhat safe,Neutral
